UID,lon,lat
VNM-UNINHABITED-456,12086924.866919171,1539060.2935828827
VNM-UNINHABITED-457,11632831.23594151,965910.3360488946
VNM-UNINHABITED-458,11645306.080497466,1059477.8456711555
VNM-UNINHABITED-459,11816911.259267218,1035761.5811368234
VNM-UNINHABITED-460,11421735.270970928,2577555.099977264
VNM-UNINHABITED-461,12708048.091466203,1285645.8082902087
VNM-UNINHABITED-462,12003070.632356312,1624109.9050806244
VNM-UNINHABITED-463,12097714.933866598,1361768.7093050089
VNM-UNINHABITED-464,12513590.382508587,973587.4323080424
VNM-UNINHABITED-465,11843969.445902664,2275145.126325594
VNM-UNINHABITED-466,12052903.507344019,1233036.822325706
VNM-UNINHABITED-467,11462383.037463982,2562944.1086876895
VNM-UNINHABITED-468,12138170.45228127,1342634.321376541
VNM-UNINHABITED-469,12044008.75409517,1088777.6131732997
VNM-UNINHABITED-470,11636482.409957888,1011148.1647043948
VNM-UNINHABITED-471,11974399.883038864,1430585.1612204113
VNM-UNINHABITED-472,12098297.420476083,1700624.8653185428
VNM-UNINHABITED-473,12000403.418329712,2309980.2233037204
VNM-UNINHABITED-474,12576160.370879807,860527.8756896486
VNM-UNINHABITED-475,12723997.304188278,1152142.8995352602
VNM-UNINHABITED-476,11664170.479582086,1018439.4560412061
VNM-UNINHABITED-477,12183257.649784062,1274627.5964033944
VNM-UNINHABITED-478,12202887.450057384,1459704.4847052738
VNM-UNINHABITED-479,12056096.104212236,1572737.9640796632
VNM-UNINHABITED-480,12770311.36420815,1170136.9423134364
VNM-UNINHABITED-481,12566652.186372416,901111.7041225738
VNM-UNINHABITED-482,12164547.99639855,1636387.9210977536
VNM-UNINHABITED-483,11423993.480220541,2576255.8262912594
VNM-UNINHABITED-484,12152279.371227723,1297586.4789320352
VNM-UNINHABITED-485,11528468.511973381,1047009.8146623743
VNM-UNINHABITED-486,11615618.665116373,2450054.275039647
VNM-UNINHABITED-487,12676456.381651321,978140.1856114953
VNM-UNINHABITED-488,11765305.678233655,2342377.487394139
VNM-UNINHABITED-489,12003378.919983381,1342749.1843575272
VNM-UNINHABITED-490,11627232.312685817,2461664.758809209
VNM-UNINHABITED-491,11725631.908857778,949527.4327224176
VNM-UNINHABITED-492,11508192.425099013,2470377.72496995
VNM-UNINHABITED-493,12086642.226563796,1748835.2406440994
VNM-UNINHABITED-494,11414315.44057934,2578529.6218490778
VNM-UNINHABITED-495,11571674.071167182,1021477.8831135877
VNM-UNINHABITED-496,11727153.2313646,927086.861765655
VNM-UNINHABITED-497,12087233.154546238,1475834.662933201
VNM-UNINHABITED-498,12496721.0228987,1012149.8714716147
VNM-UNINHABITED-499,12137863.736652,1103999.7099832823
VNM-UNINHABITED-500,12111792.90816399,1633908.6302337477
VNM-UNINHABITED-501,12097070.557958998,1782172.7653535036
VNM-UNINHABITED-502,11966384.404735062,1303213.7861725385
VNM-UNINHABITED-503,12142771.18672033,1139643.913293589
VNM-UNINHABITED-504,11666267.072572006,2448119.947747833
VNM-UNINHABITED-505,11963609.816091437,1309340.034591598
VNM-UNINHABITED-506,12094616.832924832,1279218.0600080478
VNM-UNINHABITED-507,11603359.814904183,2517568.889075911
VNM-UNINHABITED-508,12046462.479129337,1086342.649748223
VNM-UNINHABITED-509,11471738.475783814,2546076.1806983463
VNM-UNINHABITED-510,11608521.436046157,2452311.2618403235
VNM-UNINHABITED-511,12164241.280769277,1387134.0155519615
VNM-UNINHABITED-512,12090322.814115044,1773756.0479936125
VNM-UNINHABITED-513,11618522.077008735,2482647.8675808944
VNM-UNINHABITED-514,11870461.811507426,1095079.5809349385
VNM-UNINHABITED-515,12045235.616612252,1736384.6205301736
VNM-UNINHABITED-516,12036673.98370687,1460435.5926846284
VNM-UNINHABITED-517,11728206.52627571,2334688.12496175
VNM-UNINHABITED-518,11603013.314807758,1003858.1835773935
VNM-UNINHABITED-519,11522386.883239444,2397580.7619589027
VNM-UNINHABITED-520,12094923.548554104,1770951.1453160224
VNM-UNINHABITED-521,11389152.53751221,2561321.454376039
VNM-UNINHABITED-522,11505952.938872382,1016008.8794140897
VNM-UNINHABITED-523,12098604.136105351,1750080.6596125362
VNM-UNINHABITED-524,11561421.643125633,2514656.073252664
VNM-UNINHABITED-525,11987347.963375777,1329258.6013144557
VNM-UNINHABITED-526,11674211.208127122,971372.7043572606
VNM-UNINHABITED-527,11534323.132130263,2372525.6696315687
VNM-UNINHABITED-528,12074680.317022238,1063826.6241413895
VNM-UNINHABITED-529,12047996.05727569,1100650.3173739621
VNM-UNINHABITED-530,11564067.458633061,1034241.7952276012
VNM-UNINHABITED-531,11602100.521303665,965303.4497065779
VNM-UNINHABITED-532,12012319.26116839,1345509.3493523197
VNM-UNINHABITED-533,12097714.933866598,1400765.5177440483
VNM-UNINHABITED-534,11985498.237613361,1656967.5180211065
VNM-UNINHABITED-535,11774728.179418564,2368614.232011607
VNM-UNINHABITED-536,12130809.277178774,1366563.9510942244
VNM-UNINHABITED-537,11608185.81133096,980478.224880913
VNM-UNINHABITED-538,12111792.90816399,1252602.3965621116
VNM-UNINHABITED-539,11971008.719141101,1324660.8813693202
VNM-UNINHABITED-540,11616400.95286781,1071645.6453708853
VNM-UNINHABITED-541,12035440.833198592,1288209.4762927766
VNM-UNINHABITED-542,12025575.629132371,1556666.245427336
VNM-UNINHABITED-543,11437865.337039601,2575931.0237221997
VNM-UNINHABITED-544,11427864.696077023,2551264.5059719626
VNM-UNINHABITED-545,12118847.367637217,1165866.3410999554
VNM-UNINHABITED-546,11762226.284081157,2360592.9189021364
VNM-UNINHABITED-547,12007694.946762353,1430892.7393862293
VNM-UNINHABITED-548,11594189.644268177,1019047.123100081
VNM-UNINHABITED-549,11880834.009077072,2309020.5790033266
VNM-UNINHABITED-550,11883398.500428338,2317979.210677953
VNM-UNINHABITED-551,12099256.372001944,1427509.5594069986
VNM-UNINHABITED-552,11614005.658509506,2460051.727363084
VNM-UNINHABITED-553,11496578.777529567,2500099.4622197114
VNM-UNINHABITED-554,12039101.304026838,1103999.7099832823
VNM-UNINHABITED-555,12729518.18551515,1269731.8199364042
VNM-UNINHABITED-556,11406250.407545002,2589903.2711546547
VNM-UNINHABITED-557,12068852.720066097,1055310.485996901
VNM-UNINHABITED-558,11563154.665128969,1001428.4793394655
VNM-UNINHABITED-559,11752711.449479245,1181945.5811482389
VNM-UNINHABITED-560,12600084.189962922,906262.9568306608
VNM-UNINHABITED-561,11763692.671626788,2338212.0121298865
VNM-UNINHABITED-562,11496901.378850942,2469732.169582801
VNM-UNINHABITED-563,11558840.832554646,2486524.4662940456
VNM-UNINHABITED-564,11986959.647050824,1216537.2860449315
VNM-UNINHABITED-565,11600456.403011821,2391795.6916255
VNM-UNINHABITED-566,11972858.444903517,1468442.0595811196
VNM-UNINHABITED-567,12022184.465234611,1346122.7530562077
VNM-UNINHABITED-568,12656826.581377998,1021568.2714136564
VNM-UNINHABITED-569,11770663.055059768,994443.8812671814
VNM-UNINHABITED-570,11418831.859078567,2541213.579076804
VNM-UNINHABITED-571,11640136.365540756,2447475.219705102
VNM-UNINHABITED-572,12133876.43347148,1746655.9139544992
VNM-UNINHABITED-573,12166081.574544903,1558095.4466950204
VNM-UNINHABITED-574,12078360.904573485,1071736.1493714764
VNM-UNINHABITED-575,11590234.205750436,972890.1541994783
VNM-UNINHABITED-576,12182950.93415479,1545738.5229413635
VNM-UNINHABITED-577,12187551.66859385,1349688.5437334059
VNM-UNINHABITED-578,11993671.628532648,2278018.940771808
VNM-UNINHABITED-579,12161787.555735113,1148179.3346290193
VNM-UNINHABITED-580,12151665.93996918,1326385.0851421312
VNM-UNINHABITED-581,12023152.091304764,1778119.8950201306
VNM-UNINHABITED-582,12013337.191168102,1171357.2093019465
VNM-UNINHABITED-583,12161480.840105843,1375772.6846291507
VNM-UNINHABITED-584,11408508.616794616,2589903.2711546547
VNM-UNINHABITED-585,12551316.404908882,966607.4990347968
VNM-UNINHABITED-586,12050546.926924989,1381721.353182902
VNM-UNINHABITED-587,12168228.583949797,1746344.5978178298
VNM-UNINHABITED-588,12027139.394485284,1124407.1010224964
VNM-UNINHABITED-589,12095536.979812644,1134157.9238784371
VNM-UNINHABITED-590,12114860.064456698,1192108.2732253093
VNM-UNINHABITED-591,12161480.840105843,1150008.6176792188
VNM-UNINHABITED-592,12031433.413295072,1255660.564585661
VNM-UNINHABITED-593,12150745.79308137,1232119.9685556225
VNM-UNINHABITED-594,11821530.146579117,2341356.3073636526
VNM-UNINHABITED-595,11593681.775262978,2583078.146272383
VNM-UNINHABITED-596,12077059.66285295,1598411.2375440262
VNM-UNINHABITED-597,12137557.02102273,1295442.952434679
VNM-UNINHABITED-598,11828582.497795086,2281212.588505716
VNM-UNINHABITED-599,11962684.95321023,1580468.2315956494
VNM-UNINHABITED-600,11885675.036575666,1051266.7429510257
VNM-UNINHABITED-601,12034824.257944454,1287291.0743442453
VNM-UNINHABITED-602,12069660.759803288,1654176.0606632042
VNM-UNINHABITED-603,11640458.966862129,2436518.485655098
VNM-UNINHABITED-604,12074987.03265151,1210122.9772508936
VNM-UNINHABITED-605,11624007.56540193,1017831.7981488232
VNM-UNINHABITED-606,12025883.916759443,1510976.316901981
VNM-UNINHABITED-607,12149825.646193556,1761603.8780792903
VNM-UNINHABITED-608,12091549.676632125,1216842.7595961764
VNM-UNINHABITED-609,12747921.12327139,975104.9619374627
VNM-UNINHABITED-610,12190312.109257288,1479416.2941824985
VNM-UNINHABITED-611,12590269.289826259,920507.7221981519
VNM-UNINHABITED-612,12160867.408847302,1659332.8857579143
VNM-UNINHABITED-613,11489481.548459353,2485555.2346589086
VNM-UNINHABITED-614,11580777.722408041,2396937.883372684
VNM-UNINHABITED-615,11699817.609994844,2378304.495010943
VNM-UNINHABITED-616,11727761.76036733,924964.6991744572
VNM-UNINHABITED-617,12120380.94578357,1765030.7799672892
VNM-UNINHABITED-618,12138783.88353981,1114354.2882333952
VNM-UNINHABITED-619,12018244.641236432,1222647.281891576
VNM-UNINHABITED-620,11818965.655227851,2317339.163264229
VNM-UNINHABITED-621,11715895.4448141,977746.3613589049
VNM-UNINHABITED-622,11585974.50273133,1106649.7582642373
VNM-UNINHABITED-623,11435929.72911136,2512067.3223950397
VNM-UNINHABITED-624,11631005.648933321,1107258.814531372
VNM-UNINHABITED-625,11989814.264392331,1724367.9761279814
VNM-UNINHABITED-626,11418509.257757194,2539268.93148743
VNM-UNINHABITED-627,11408831.21811599,2520482.204387225
VNM-UNINHABITED-628,12008123.025470499,1734206.4270561691
VNM-UNINHABITED-629,11512342.493401043,1063736.138753892
VNM-UNINHABITED-630,11505611.614528026,2606815.7099265903
VNM-UNINHABITED-631,12070079.582583178,1062305.7477839706
VNM-UNINHABITED-632,11705550.451767698,939821.9860695576
VNM-UNINHABITED-633,11653363.019717067,2401760.040377739
VNM-UNINHABITED-634,11593581.115265448,1067386.4781462764
VNM-UNINHABITED-635,11889489.167387586,2298787.4854971035
VNM-UNINHABITED-636,12032966.991441425,1748212.5555582456
VNM-UNINHABITED-637,11620660.655886918,989282.1129328532
VNM-UNINHABITED-638,11741757.927430112,1000517.3774290576
VNM-UNINHABITED-639,12163627.849510737,1753505.8976250065
VNM-UNINHABITED-640,11565893.04564125,1084425.9957336006
VNM-UNINHABITED-641,11425606.486827409,2571709.1668259455
VNM-UNINHABITED-642,11995055.15405251,1570264.7571786442
VNM-UNINHABITED-643,11814798.356782049,2404272.351622583
VNM-UNINHABITED-644,11887245.23745523,2308700.708704068
VNM-UNINHABITED-645,11570454.48012409,2491371.445184295
VNM-UNINHABITED-646,11667517.389097098,1105127.1612938684
VNM-UNINHABITED-647,12151665.93996918,1161596.2567631807
VNM-UNINHABITED-648,11577150.83219175,1103909.1286163758
VNM-UNINHABITED-649,12055357.232378185,1141167.9471420832
VNM-UNINHABITED-650,12160560.69321803,1628331.1085302858
VNM-UNINHABITED-651,12174669.612164482,1695964.4197035418
VNM-UNINHABITED-652,12124981.68022263,1672675.407110554
VNM-UNINHABITED-653,12082654.923383277,1109481.1849683318
VNM-UNINHABITED-654,12180803.924749896,1346928.0025699679
VNM-UNINHABITED-655,11607577.28232823,1017224.1494172784
VNM-UNINHABITED-656,11720464.094562747,2327322.200683291
VNM-UNINHABITED-657,12045614.32489188,1634954.4116058648
VNM-UNINHABITED-658,11659606.512061615,970462.2606461854
VNM-UNINHABITED-659,11493030.162994461,2419452.5296425354
VNM-UNINHABITED-660,11639525.054971535,1058261.2765318202
VNM-UNINHABITED-661,12018244.641236432,1827113.4195288182
VNM-UNINHABITED-662,11627354.474916942,1075601.0102809228
VNM-UNINHABITED-663,11756971.15249835,1184997.359473647
VNM-UNINHABITED-664,11543355.96912872,2435874.1857373714
VNM-UNINHABITED-665,12777672.539310649,999089.2575071391
VNM-UNINHABITED-666,12176203.190310836,1371781.8877524124
VNM-UNINHABITED-667,12032049.669300828,1619463.6677754205
VNM-UNINHABITED-668,11562066.84576838,2547697.3602722855
VNM-UNINHABITED-669,12659587.022041433,985122.0353835984
VNM-UNINHABITED-670,11653216.957532953,1054307.6900735255
VNM-UNINHABITED-671,11866810.637491047,1029378.8710547148
VNM-UNINHABITED-672,12133569.71784221,1125625.8111900706
VNM-UNINHABITED-673,11562546.136126239,1150527.7022352144
VNM-UNINHABITED-674,12039714.73528538,1128672.7646697513
VNM-UNINHABITED-675,12112099.623793263,1464631.1455200568
VNM-UNINHABITED-676,12171295.740242504,1429854.815107927
VNM-UNINHABITED-677,11621573.449391011,1040017.2921146494
VNM-UNINHABITED-678,11575616.101266066,2499776.1229456495
VNM-UNINHABITED-679,11491739.757708967,2395330.788678021
VNM-UNINHABITED-680,11552388.806127176,2435229.9095335463
VNM-UNINHABITED-681,11576238.038687654,1138943.649783122
VNM-UNINHABITED-682,11898149.881131623,1067994.9016923779
VNM-UNINHABITED-683,12161174.12447657,1747589.8867294886
VNM-UNINHABITED-684,12093707.194714695,1349496.692898322
VNM-UNINHABITED-685,11999062.89320441,1480147.914053542
VNM-UNINHABITED-686,12150132.361822827,1486503.608705438
VNM-UNINHABITED-687,11978925.803262886,2284406.785074628
VNM-UNINHABITED-688,12106885.45809566,1234870.6053874323
VNM-UNINHABITED-689,11813260.08525084,995658.5087712484
VNM-UNINHABITED-690,12620327.421494786,943551.4936803717
VNM-UNINHABITED-691,12140010.746056896,1246486.9126804369
VNM-UNINHABITED-692,11894194.442613881,1053091.2827618371
VNM-UNINHABITED-693,11983031.936596805,1685830.860891567
VNM-UNINHABITED-694,11589017.147744976,1068603.3348671824
VNM-UNINHABITED-695,11982415.361342665,1554194.5357711678
VNM-UNINHABITED-696,11566905.865588982,2530844.714471343
VNM-UNINHABITED-697,12692098.878744125,979961.4252779245
VNM-UNINHABITED-698,11748147.481958773,1177673.5407537883
VNM-UNINHABITED-699,11604972.821511049,2466504.754095847
VNM-UNINHABITED-700,11978099.334563695,1662861.6149211118
VNM-UNINHABITED-701,12524325.429533063,1005770.9095858734
VNM-UNINHABITED-702,11573035.290695077,2476188.8094915412
VNM-UNINHABITED-703,11837601.245360028,1088687.0685968585
VNM-UNINHABITED-704,11983340.224223875,1700430.5220459106
VNM-UNINHABITED-705,11511429.69989695,1053091.2827618371
VNM-UNINHABITED-706,11493352.764315834,2472314.5358461505
VNM-UNINHABITED-707,12086028.795305254,1207985.1433582862
VNM-UNINHABITED-708,11744192.043441031,931028.2914503596
VNM-UNINHABITED-709,12119460.798895758,1572313.004793962
VNM-UNINHABITED-710,12048697.201162573,1559447.1928533844
VNM-UNINHABITED-711,12691792.163114857,1006985.8728312198
VNM-UNINHABITED-712,11992280.565408885,1373738.708306137
VNM-UNINHABITED-713,11863767.992477398,1085339.0423564157
VNM-UNINHABITED-714,12064558.701256305,1828050.6156765493
VNM-UNINHABITED-715,12174976.32779375,1314433.5235975762
VNM-UNINHABITED-716,12157493.536925323,1184782.9548349488
VNM-UNINHABITED-717,11668525.28182162,2404332.393630587
VNM-UNINHABITED-718,11767011.88104339,983210.2668849104
VNM-UNINHABITED-719,12105045.164320037,1108263.009440829
VNM-UNINHABITED-720,12756509.16089097,1130196.3369694774
VNM-UNINHABITED-721,12725530.882334631,967214.4040328409
VNM-UNINHABITED-722,11499482.18942193,2502363.0084190443
VNM-UNINHABITED-723,12147678.636788663,1120751.2141213086
VNM-UNINHABITED-724,12137863.736652,1549136.1078477192
VNM-UNINHABITED-725,11751190.126972418,951347.4463081376
VNM-UNINHABITED-726,12443352.5034056,970249.059500963
VNM-UNINHABITED-727,11864376.52148013,1068299.1170758368
VNM-UNINHABITED-728,11997213.167441994,1441660.0424782182
VNM-UNINHABITED-729,11651999.899527494,1169436.079071628
VNM-UNINHABITED-730,11623703.300900564,1102082.154324303
VNM-UNINHABITED-731,12057329.254720513,1333550.4209589395
VNM-UNINHABITED-732,11610779.645295773,2552237.495419633
VNM-UNINHABITED-733,11627963.003919672,1122488.4849687098
VNM-UNINHABITED-734,11971933.58202231,1558211.1803611517
VNM-UNINHABITED-735,11642263.435483819,1135591.066777266
VNM-UNINHABITED-736,11695509.723222658,941641.5920895443
VNM-UNINHABITED-737,11600274.934295475,1035153.6597822417
VNM-UNINHABITED-738,12685351.134900171,1004252.2564227805
VNM-UNINHABITED-739,12069352.47217622,1412136.4323397693
VNM-UNINHABITED-740,12059037.819929432,1249850.2884366806
VNM-UNINHABITED-741,12175896.474681564,1412328.6852731858
VNM-UNINHABITED-742,12101414.385391429,1503265.993417616
VNM-UNINHABITED-743,11610134.442653025,2534732.2923477395
VNM-UNINHABITED-744,12043088.607207358,1769081.395743067
VNM-UNINHABITED-745,11558195.6299119,2547048.8696834575
VNM-UNINHABITED-746,12121301.092671383,1235787.5347183552
VNM-UNINHABITED-747,12148292.068047203,1231203.1399332099
VNM-UNINHABITED-748,12713262.257163804,976622.5463426483
VNM-UNINHABITED-749,11987656.251002844,1296170.0658570325
VNM-UNINHABITED-750,11543986.001542985,1080774.0291554413
VNM-UNINHABITED-751,11982415.361342665,1721568.8737430046
VNM-UNINHABITED-752,11671428.693713982,2518863.634174531
VNM-UNINHABITED-753,11501084.706850547,1035761.5811368234
VNM-UNINHABITED-754,12671242.215953719,1140253.519102118
VNM-UNINHABITED-755,11750581.59796969,1119137.4168551625
VNM-UNINHABITED-756,11997829.742696133,1626898.0523413327
VNM-UNINHABITED-757,12126515.258368984,1734517.585460453
VNM-UNINHABITED-758,11978985.040689785,1778431.6294092757
VNM-UNINHABITED-759,12068239.288807554,1102781.714203523
VNM-UNINHABITED-760,12121607.808300652,1260554.2265847512
VNM-UNINHABITED-761,11625833.15241012,1076818.1280139824
VNM-UNINHABITED-762,11997197.804140635,2282490.201222944
VNM-UNINHABITED-763,12041298.29811291,1663482.1268843086
VNM-UNINHABITED-764,11503676.006599786,2419774.3754696837
VNM-UNINHABITED-765,12017868.438455641,1353177.7789893197
VNM-UNINHABITED-766,12077984.52573416,1405989.4458046444
VNM-UNINHABITED-767,11567110.10364671,997480.5172021457
VNM-UNINHABITED-768,11974384.306250725,1217759.1968000047
VNM-UNINHABITED-769,11902713.848652095,1131934.0575370812
VNM-UNINHABITED-770,11544898.795047078,1026643.7370650945
VNM-UNINHABITED-771,11980873.92320732,1461359.3001307892
VNM-UNINHABITED-772,11622715.89418659,2393081.100175034
VNM-UNINHABITED-773,11981490.498461459,1685520.3238308665
VNM-UNINHABITED-774,11656266.43160943,2502363.0084190443
VNM-UNINHABITED-775,12010777.823033046,1317918.7854308109
VNM-UNINHABITED-776,12159027.115071677,1243735.3143887608
VNM-UNINHABITED-777,11915775.203738032,2331745.652065738
VNM-UNINHABITED-778,12195526.274954889,1532152.4748976252
VNM-UNINHABITED-779,12045235.616612252,1708394.2476019359
VNM-UNINHABITED-780,11965151.254226785,1320676.7396782325
VNM-UNINHABITED-781,11835314.287592154,2255359.7456511003
VNM-UNINHABITED-782,12184177.796671873,1626782.0133969518
VNM-UNINHABITED-783,11578367.890197206,1115482.0548843383
VNM-UNINHABITED-784,11618226.539876,1078643.8774621051
VNM-UNINHABITED-785,11645306.080497466,928299.5718489337
VNM-UNINHABITED-786,12114860.064456698,1475103.1556661993
VNM-UNINHABITED-787,12097990.70484681,1777808.164771798
VNM-UNINHABITED-788,11556460.84609894,1107867.880795075
VNM-UNINHABITED-789,12050855.21455206,1667205.52222812
VNM-UNINHABITED-790,12073146.738875885,1231203.1399332099
VNM-UNINHABITED-791,11770663.055059768,953167.536791845
VNM-UNINHABITED-792,11543073.20803889,1086860.8356923677
VNM-UNINHABITED-793,12059178.980482928,1385713.4741837194
VNM-UNINHABITED-794,12066705.7106612,1084820.8772591236
VNM-UNINHABITED-795,12062411.691851411,1700935.593209268
VNM-UNINHABITED-796,12090624.318444002,1447814.599587832
VNM-UNINHABITED-797,12070079.582583178,1740430.3616215994
VNM-UNINHABITED-798,11762752.17802428,1001124.7764515174
VNM-UNINHABITED-799,11579280.683701303,1009933.077126711
VNM-UNINHABITED-800,11789831.718645751,1006288.0323099941
VNM-UNINHABITED-801,11690337.226699457,1123097.8030062343
VNM-UNINHABITED-802,12184791.227930415,1251685.0016263863
VNM-UNINHABITED-803,11435607.127789985,2567813.017174924
VNM-UNINHABITED-804,12001220.906593896,1526403.4806355173
VNM-UNINHABITED-805,11427542.09475565,2569760.9782277285
VNM-UNINHABITED-806,11795308.479670316,1169131.0250235095
VNM-UNINHABITED-807,11542065.563843226,2507861.44156001
VNM-UNINHABITED-808,11725948.317026094,2344941.332168236
VNM-UNINHABITED-809,11525121.602458369,1058261.2765318202
VNM-UNINHABITED-810,11618844.678330109,2469732.169582801
VNM-UNINHABITED-811,12069772.866953908,1273097.5867697275
VNM-UNINHABITED-812,12459608.431756947,955381.3172918863
VNM-UNINHABITED-813,11505344.409869652,1052787.1868665991
VNM-UNINHABITED-814,11666300.331091639,914961.5839845052
VNM-UNINHABITED-815,12042168.460319545,1135376.9607438287
VNM-UNINHABITED-816,12099830.998622436,1340794.3559452186
VNM-UNINHABITED-817,12119154.08326649,1223563.8767488129
VNM-UNINHABITED-818,12044997.749637742,1540295.4222315908
VNM-UNINHABITED-819,11556765.110600308,1054611.7978376807
VNM-UNINHABITED-820,12029275.080657205,1685209.7906751519
VNM-UNINHABITED-821,12748227.838900663,1171967.3586939056
VNM-UNINHABITED-822,12122221.239559196,1247404.1629959731
VNM-UNINHABITED-823,12523711.99827452,981175.6290918333
VNM-UNINHABITED-824,12060264.682446517,1141167.9471420832
VNM-UNINHABITED-825,12170989.024613233,1311676.1185815544
VNM-UNINHABITED-826,11454318.004429646,2562295.028068351
VNM-UNINHABITED-827,12170068.877725422,1619037.9447076032
VNM-UNINHABITED-828,11597552.99111946,2553210.541286061
VNM-UNINHABITED-829,12147065.20553012,1101259.275467795
VNM-UNINHABITED-830,12197366.56873051,1452316.0973054837
VNM-UNINHABITED-831,11599057.876290016,1112740.7714674547
VNM-UNINHABITED-832,11605940.62547517,2421061.81760782
VNM-UNINHABITED-833,12123754.817705547,1321174.867991005
VNM-UNINHABITED-834,12659587.022041433,1137510.3740474093
VNM-UNINHABITED-835,12194912.843696348,1400035.9167408124
VNM-UNINHABITED-836,12016711.063090079,1739185.4454902834
VNM-UNINHABITED-837,12090316.030816933,1384792.1681050751
VNM-UNINHABITED-838,11600274.934295475,1039713.297559974
VNM-UNINHABITED-839,12115166.78008597,1762538.438458464
VNM-UNINHABITED-840,11987656.251002844,1613269.992823258
VNM-UNINHABITED-841,11882436.816171613,2375033.862753035
VNM-UNINHABITED-842,12625848.302821659,930208.8914334727
VNM-UNINHABITED-843,12105730.412170399,1507275.0917581273
VNM-UNINHABITED-844,11580132.519765293,2429110.46690486
VNM-UNINHABITED-845,11975941.321174212,1277802.4592156382
VNM-UNINHABITED-846,11969170.140553124,1254131.4449910189
VNM-UNINHABITED-847,12090016.098485772,1252296.5954081938
VNM-UNINHABITED-848,12033282.819809105,1571501.331676253
VNM-UNINHABITED-849,11712399.061528409,2379267.813966586
VNM-UNINHABITED-850,11637699.467963345,972890.1541994783
VNM-UNINHABITED-851,12155959.95877897,1498217.0403349372
VNM-UNINHABITED-852,12153812.949374076,1486503.608705438
VNM-UNINHABITED-853,11589487.958085123,2404332.393630587
VNM-UNINHABITED-854,12098023.221493665,1427202.0171936364
VNM-UNINHABITED-855,11986423.100494567,1308727.3562289276
VNM-UNINHABITED-856,11657780.925053425,926783.6894466782
VNM-UNINHABITED-857,11764882.029533837,951347.4463081376
VNM-UNINHABITED-858,11960835.227447815,1354711.695871051
VNM-UNINHABITED-859,11648201.398575092,2518216.249288379
VNM-UNINHABITED-860,11754853.371446274,2383704.016357344
VNM-UNINHABITED-861,12060878.113705058,1167696.5353565768
VNM-UNINHABITED-862,11568631.426153535,1162115.5104335318
VNM-UNINHABITED-863,12101057.861139517,1081473.1929533153
VNM-UNINHABITED-864,11853586.288469903,2355781.845720741
VNM-UNINHABITED-865,11794923.54880976,2392378.3824961106
VNM-UNINHABITED-866,11739174.971202407,2356483.129501348
VNM-UNINHABITED-867,12006896.162953418,1144521.048675777
VNM-UNINHABITED-868,12062878.432007764,1634644.5045014785
VNM-UNINHABITED-869,11696914.198102484,2384085.187626889
VNM-UNINHABITED-870,12004612.070491659,1354711.695871051
VNM-UNINHABITED-871,12643331.093690086,987854.3819338792
VNM-UNINHABITED-872,11579584.94820267,1121879.1770708456
VNM-UNINHABITED-873,11585939.343550015,2462955.292018029
VNM-UNINHABITED-874,12035440.833198592,1433968.701177963
VNM-UNINHABITED-875,11915775.203738032,2362196.8954388443
VNM-UNINHABITED-876,11547637.175559364,1096906.212859192
VNM-UNINHABITED-877,11616400.95286781,980781.7762802735
VNM-UNINHABITED-878,11733847.050394624,1124316.4695231875
VNM-UNINHABITED-879,12108196.713186953,1441660.0424782182
VNM-UNINHABITED-880,12106578.74246639,1583135.841009069
VNM-UNINHABITED-881,11692467.078209013,940731.7795776716
VNM-UNINHABITED-882,11983648.511850946,1444121.706624533
VNM-UNINHABITED-883,12012627.548795462,1445660.354110416
VNM-UNINHABITED-884,11418831.859078567,2577879.9342560377
VNM-UNINHABITED-885,12021567.889980473,1283005.5464456023
VNM-UNINHABITED-886,11768837.468051579,1138638.8566560561
VNM-UNINHABITED-887,12043764.599129464,1638053.690546654
VNM-UNINHABITED-888,12118233.936378676,1260860.1047553022
VNM-UNINHABITED-889,12078974.33583203,1703421.5583856194
VNM-UNINHABITED-890,11961143.515074883,1595316.7353510463
VNM-UNINHABITED-891,11562850.400627602,1115177.4577737544
VNM-UNINHABITED-892,12109339.183129827,1205236.696799484
VNM-UNINHABITED-893,12048388.913535504,1535663.981589335
VNM-UNINHABITED-894,12128662.267773878,1606961.8577102246
VNM-UNINHABITED-895,11974399.883038864,1631235.775453148
VNM-UNINHABITED-896,12150745.79308137,1373009.768849758
VNM-UNINHABITED-897,11822171.26941693,2246431.2494107145
VNM-UNINHABITED-898,11777661.13859116,957718.1004239061
VNM-UNINHABITED-899,12758962.885925137,988157.9870885484
VNM-UNINHABITED-900,11835775.658351839,1048226.03263911
VNM-UNINHABITED-901,12136330.158505647,1667089.2978740435
VNM-UNINHABITED-902,12442739.07214706,965697.1578211256
VNM-UNINHABITED-903,12419121.968693217,977836.6533644134
VNM-UNINHABITED-904,11880502.540052464,1127363.3136607804
VNM-UNINHABITED-905,11473996.685033426,2486201.3830079986
VNM-UNINHABITED-906,11879285.482047005,1076513.8449407825
VNM-UNINHABITED-907,12144918.196125224,1166171.3668790422
VNM-UNINHABITED-908,11803899.268539183,2321819.9651219505
VNM-UNINHABITED-909,12109952.614388367,1153057.6308159602
VNM-UNINHABITED-910,12138477.167910542,1126235.1815247426
VNM-UNINHABITED-911,12136330.158505647,1772197.727469345
VNM-UNINHABITED-912,11698856.632737674,950134.0953827854
