,UID,source,iso,country,region,subregion,name,giga_id_school,clean,class,ghsl_smod,rurban,dataset,geometry,filepath
1980,OSM-VNM-NON_SCHOOL-00006391,OSM,VNM,Viet Nam,Asia,South-eastern Asia,MIPECORP,,0,non_school,1,urban,train,POINT (11996765.935651306 1650260.1192382462),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006391.jpeg
1981,OSM-VNM-NON_SCHOOL-00020671,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Hàng Lăng Kiên,,0,non_school,1,urban,train,POINT (11752367.55583838 2380840.2078460897),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020671.jpeg
1982,OSM-VNM-NON_SCHOOL-00026210,OSM,VNM,Viet Nam,Asia,South-eastern Asia,153,,0,non_school,1,urban,train,POINT (11946299.578458648 1191639.9279617914),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026210.jpeg
1983,OSM-VNM-NON_SCHOOL-00017325,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11876007.887872651 2374586.0637990125),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017325.jpeg
1984,OSM-VNM-NON_SCHOOL-00025930,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Rivers and Lakes,,0,non_school,0,urban,train,POINT (12061233.056520524 1793085.718328648),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025930.jpeg
1985,OSM-VNM-NON_SCHOOL-00009130,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11901801.727084363 2483442.429639899),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009130.jpeg
1986,OSM-VNM-NON_SCHOOL-00026033,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quán Nhậu Đô Bất Tử,,0,non_school,0,urban,train,POINT (11845608.983965807 1149288.302999499),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026033.jpeg
1987,OSM-VNM-NON_SCHOOL-00028744,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,1,urban,train,POINT (11787084.765432077 2332738.2417768724),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028744.jpeg
1988,OSM-VNM-NON_SCHOOL-00006632,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11791718.327916859 2342628.8644753615),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006632.jpeg
1989,OSM-VNM-NON_SCHOOL-00019700,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11878228.489074996 1211800.9818735525),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019700.jpeg
1991,OSM-VNM-NON_SCHOOL-00017365,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11880599.26027042 1210367.10137956),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017365.jpeg
1992,OSM-VNM-NON_SCHOOL-00016150,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Hoàng Thuỷ,,0,non_school,1,urban,train,POINT (12015473.398718096 1430047.2102783013),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016150.jpeg
1993,OSM-VNM-NON_SCHOOL-00012270,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Trung Thành,,0,non_school,1,urban,train,POINT (12150013.578693394 1556595.9308148331),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012270.jpeg
1994,OSM-VNM-NON_SCHOOL-00010790,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà hàng sinh thái Phước Long,,0,non_school,0,urban,train,POINT (11795323.85490416 2416518.3695944734),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010790.jpeg
1995,OSM-VNM-NON_SCHOOL-00000896,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,2,urban,train,POINT (11865845.420238642 1201056.165819261),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00000896.jpeg
1997,OSM-VNM-NON_SCHOOL-00026537,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11868640.43001348 1195649.622296891),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026537.jpeg
1998,OSM-VNM-NON_SCHOOL-00025241,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12057363.924979024 1792137.649390864),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025241.jpeg
2000,OSM-VNM-NON_SCHOOL-00019083,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12056915.6413896 1792406.05859432),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019083.jpeg
2001,OSM-VNM-NON_SCHOOL-00013535,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ Sa Thầy,,0,non_school,1,urban,train,POINT (11999992.642411439 1621070.997967097),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013535.jpeg
2002,OSM-VNM-NON_SCHOOL-00013971,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12074217.47324614 1339770.5625389542),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013971.jpeg
2003,OSM-VNM-NON_SCHOOL-00018883,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11836366.34928422 2384950.10424186),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018883.jpeg
2004,OSM-VNM-NON_SCHOOL-00009526,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bệnh viện Đa Khoa KV Ninh Hoà,,0,non_school,1,urban,train,POINT (12149106.992760375 1403710.7927745192),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009526.jpeg
2005,OSM-VNM-NON_SCHOOL-00011986,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ Khánh Hải,,0,non_school,1,urban,train,POINT (11672807.293129442 1016376.558224576),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011986.jpeg
2007,OSM-VNM-NON_SCHOOL-00019205,OSM,VNM,Viet Nam,Asia,South-eastern Asia,ACB,,0,non_school,1,urban,train,POINT (11930510.689801473 1236178.8991578466),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019205.jpeg
2008,OSM-VNM-NON_SCHOOL-00004439,OSM,VNM,Viet Nam,Asia,South-eastern Asia,SCBbank,,0,non_school,1,urban,train,POINT (11875202.046078801 1209355.1934944205),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004439.jpeg
2009,OSM-VNM-NON_SCHOOL-00011672,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11781943.47474979 2395151.8890230088),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011672.jpeg
2010,OSM-VNM-NON_SCHOOL-00016586,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11877249.545472959 1210310.4364623867),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016586.jpeg
2011,OSM-VNM-NON_SCHOOL-00028517,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12034746.253478628 1225125.9857829742),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028517.jpeg
2012,OSM-VNM-NON_SCHOOL-00019541,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà Phê The Coffee Tea,,0,non_school,1,urban,train,POINT (11879566.438034842 1202751.1611766862),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019541.jpeg
2013,OSM-VNM-NON_SCHOOL-00003317,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,1,urban,train,POINT (11978268.53246364 1861720.5141924357),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003317.jpeg
2015,OSM-VNM-NON_SCHOOL-00027634,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Trung Tâm Kiểm Nghiệm,,0,non_school,1,urban,train,POINT (11920202.504954018 1158741.248324004),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027634.jpeg
2016,OSM-VNM-NON_SCHOOL-00015635,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT phương chi,,0,non_school,0,urban,train,POINT (11964847.075417168 1352117.0638963683),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015635.jpeg
2017,OSM-VNM-NON_SCHOOL-00004383,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Onion Cellar Ham Hanh,,0,non_school,1,urban,train,POINT (11780448.120029962 2396027.168969709),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004383.jpeg
2019,OSM-VNM-NON_SCHOOL-00001148,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11774519.243950315 2396394.2770025474),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001148.jpeg
2020,OSM-VNM-NON_SCHOOL-00015492,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11973056.442585211 1857603.4486782686),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015492.jpeg
2021,OSM-VNM-NON_SCHOOL-00008802,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quan Con,,0,non_school,1,urban,train,POINT (11811667.003305994 1265805.765824306),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00008802.jpeg
2022,OSM-VNM-NON_SCHOOL-00027384,OSM,VNM,Viet Nam,Asia,South-eastern Asia,nhà văn hoá thôn Khuôn Phầy,,0,non_school,1,urban,train,POINT (11737658.800200373 2471646.5921130483),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027384.jpeg
2024,OSM-VNM-NON_SCHOOL-00020956,OSM,VNM,Viet Nam,Asia,South-eastern Asia,SCB,,0,non_school,1,urban,train,POINT (11920497.835563093 1157973.5681784092),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020956.jpeg
2025,OSM-VNM-NON_SCHOOL-00016366,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quán Ăn Mì Quảng,,0,non_school,1,urban,train,POINT (11877671.557662558 1208200.0754764338),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016366.jpeg
2027,OSM-VNM-NON_SCHOOL-00013013,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Pushkin,,0,non_school,0,urban,train,POINT (12136930.978176896 1298267.0368620448),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013013.jpeg
2028,OSM-VNM-NON_SCHOOL-00020359,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11831495.787603548 2300589.908130174),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020359.jpeg
2029,OSM-VNM-NON_SCHOOL-00013028,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Lotteria,,0,non_school,1,urban,train,POINT (11796978.730454292 1073952.2165167043),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013028.jpeg
2030,OSM-VNM-NON_SCHOOL-00005907,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petro Vietnam,,0,non_school,1,urban,train,POINT (11468465.339647133 2439702.094843746),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005907.jpeg
2031,OSM-VNM-NON_SCHOOL-00010834,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Dly yencuong,,0,non_school,1,urban,train,POINT (12038487.5902447 1461470.031919608),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010834.jpeg
2032,OSM-VNM-NON_SCHOOL-00018077,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quán bé gà nồi,,0,non_school,1,urban,train,POINT (12148056.025447795 1401489.1876936946),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018077.jpeg
2033,OSM-VNM-NON_SCHOOL-00022545,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CT-Gỗ Long Hoà-DT750-Ấp Tiên Phong- Long Hoà- Dầu Tiếng- Bình Dương-,,0,non_school,1,urban,train,POINT (11852675.990519328 1268664.9793133936),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022545.jpeg
2034,OSM-VNM-NON_SCHOOL-00015282,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Highlands Coffee,,0,non_school,1,urban,train,POINT (11687724.327534724 2639891.830245941),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015282.jpeg
2035,OSM-VNM-NON_SCHOOL-00017952,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Vật Liệu Xây Dựng Tứ Hải,,0,non_school,1,urban,train,POINT (12125091.148455612 1676284.278031549),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017952.jpeg
2036,OSM-VNM-NON_SCHOOL-00011045,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đồn Biên phòng Cầu Bóng (372),,0,non_school,1,urban,train,POINT (12156608.145327987 1376333.0666993218),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011045.jpeg
2037,OSM-VNM-NON_SCHOOL-00010467,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bác dĩ da liễu Thu Thảo,,0,non_school,1,urban,train,POINT (11885076.418870633 1219673.4447519442),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010467.jpeg
2039,OSM-VNM-NON_SCHOOL-00027395,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Đức Nguyên,,0,non_school,1,urban,train,POINT (11871575.479707735 1201047.3284964103),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027395.jpeg
2040,OSM-VNM-NON_SCHOOL-00020423,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12073069.324018102 1339410.3230588571),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020423.jpeg
2041,OSM-VNM-NON_SCHOOL-00004913,OSM,VNM,Viet Nam,Asia,South-eastern Asia,P V Oil,,0,non_school,1,urban,train,POINT (11946315.608465323 1295791.5120355159),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004913.jpeg
2042,OSM-VNM-NON_SCHOOL-00017784,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà phê A Phú,,0,non_school,1,urban,train,POINT (11814214.772491777 1267862.3398067667),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017784.jpeg
2043,OSM-VNM-NON_SCHOOL-00005415,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12113858.232598139 1376321.788486952),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005415.jpeg
2044,OSM-VNM-NON_SCHOOL-00014906,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hội trường thôn Tân Hoà - Thái Hoà,,0,non_school,0,urban,train,POINT (11685570.629346346 2145375.6705950033),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014906.jpeg
2045,OSM-VNM-NON_SCHOOL-00020460,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Hàng Tokyo Deli,,0,non_school,1,urban,train,POINT (11876620.367710996 1209210.8157650542),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020460.jpeg
2046,OSM-VNM-NON_SCHOOL-00026626,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Ngọc Bích,,0,non_school,1,urban,train,POINT (11997189.728952754 1196780.300448764),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026626.jpeg
2049,OSM-VNM-NON_SCHOOL-00026496,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Café Gin’s Garden,,0,non_school,1,urban,train,POINT (11975074.887592273 1859443.1844306728),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026496.jpeg
2050,OSM-VNM-NON_SCHOOL-00019079,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Sacombank,,0,non_school,1,urban,train,POINT (11784848.913459493 2391527.6700989036),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019079.jpeg
2051,OSM-VNM-NON_SCHOOL-00000028,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Trung Kính Thượng,,0,non_school,1,urban,train,POINT (11778278.948432364 2393470.742509622),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00000028.jpeg
2052,OSM-VNM-NON_SCHOOL-00014183,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11918059.604756245 1160641.6223493824),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014183.jpeg
2053,OSM-VNM-NON_SCHOOL-00020097,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11579141.292464131 2563647.4788024523),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020097.jpeg
2055,OSM-VNM-NON_SCHOOL-00017123,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Hoài Thu,,0,non_school,1,urban,train,POINT (12020504.70574348 1417717.3645213626),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017123.jpeg
2056,OSM-VNM-NON_SCHOOL-00002032,OSM,VNM,Viet Nam,Asia,South-eastern Asia,chùa thôn 10,,0,non_school,1,urban,train,POINT (11994676.691448098 1848048.1528198912),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002032.jpeg
2057,OSM-VNM-NON_SCHOOL-00025589,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Lotte Cinema Thăng Long,,0,non_school,2,urban,train,POINT (11776825.672480062 2392725.4457108593),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025589.jpeg
2058,OSM-VNM-NON_SCHOOL-00021940,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12154905.402396815 1374495.2296666633),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021940.jpeg
2059,OSM-VNM-NON_SCHOOL-00025998,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Tràm chim,,0,non_school,0,urban,train,POINT (11849680.38302208 1210873.8032657718),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025998.jpeg
2060,OSM-VNM-NON_SCHOOL-00023787,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà phê Làng,,0,non_school,0,urban,train,POINT (12052844.353652814 1790073.930113489),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023787.jpeg
2061,OSM-VNM-NON_SCHOOL-00005402,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12061146.78391516 1295116.4746391724),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005402.jpeg
2062,OSM-VNM-NON_SCHOOL-00025361,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11782216.541460704 2391406.4065191606),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025361.jpeg
2063,OSM-VNM-NON_SCHOOL-00028625,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11921629.732145479 1235597.1891510563),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028625.jpeg
2064,OSM-VNM-NON_SCHOOL-00022976,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11860504.311070383 1341786.7753084642),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022976.jpeg
2066,OSM-VNM-NON_SCHOOL-00006387,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hoa Khanh Station,,0,non_school,1,urban,train,POINT (11974514.39395613 1654560.7501533842),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006387.jpeg
2067,OSM-VNM-NON_SCHOOL-00020620,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hanoi Pho Bo,,0,non_school,1,urban,train,POINT (12111328.051891897 1705951.269194894),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020620.jpeg
2069,OSM-VNM-NON_SCHOOL-00007648,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11778916.697795123 2400011.495947436),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007648.jpeg
2070,OSM-VNM-NON_SCHOOL-00027466,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Giác Quang,,0,non_school,1,urban,train,POINT (11874036.19705172 1203176.736025639),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027466.jpeg
2071,OSM-VNM-NON_SCHOOL-00009038,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Trà Sữa Bò Mập,,0,non_school,1,urban,train,POINT (11876443.481040128 1208165.398743359),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009038.jpeg
2072,OSM-VNM-NON_SCHOOL-00023922,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Hồng Phương ( Nguyễn Thị Hồng Phương ) thôn 14 Ea Pal ( 0500/01532 ),,0,non_school,1,urban,train,POINT (12085045.85407408 1427547.0882665517),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023922.jpeg
2073,OSM-VNM-NON_SCHOOL-00014675,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11919846.616541948 1157523.1975147696),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014675.jpeg
2074,OSM-VNM-NON_SCHOOL-00013230,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12031496.503583899 1222878.540856478),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013230.jpeg
2075,OSM-VNM-NON_SCHOOL-00004284,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Thờ Tân Lập,,0,non_school,1,urban,train,POINT (11886564.0925456 1207934.1081028597),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004284.jpeg
2076,OSM-VNM-NON_SCHOOL-00015561,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11574115.106135322 1144645.569519164),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015561.jpeg
2077,OSM-VNM-NON_SCHOOL-00006712,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11984796.084764777 1869104.124607),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006712.jpeg
2079,OSM-VNM-NON_SCHOOL-00024131,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11792816.04941557 2438536.8719683574),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024131.jpeg
2080,OSM-VNM-NON_SCHOOL-00025478,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11675878.597880429 1094614.25186085),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025478.jpeg
2081,OSM-VNM-NON_SCHOOL-00024005,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa La Cảnh,,0,non_school,1,urban,train,POINT (11780723.747089166 2450365.8339452865),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024005.jpeg
